,bid,element1,name1,percent1,element2,name2,percent2,element3,name3,percent3
263,264,600,Marine deepwater community,0.33,609.0,High salt marsh community,0.25,603.0,Marine gravel/sand beach community,0.18
264,265,645,Oak-tulip tree forest community,0.4,728.0,Appalachian oak-hickory forest community,0.28,615.0,Salt shrub community,0.11
265,266,615,Salt shrub community,0.26,603.0,Marine gravel/sand beach community,0.18,609.0,High salt marsh community,0.17
266,267,615,Salt shrub community,0.32,728.0,Appalachian oak-hickory forest community,0.27,730.0,Successional fern meadow community,0.2
267,268,609,High salt marsh community,0.67,606.0,Tidal creek community,0.16,615.0,Salt shrub community,0.13
268,269,728,Appalachian oak-hickory forest community,0.49,645.0,Oak-tulip tree forest community,0.4,729.0,Appalachian oak-pine [white pine-oak] forest community,0.06
269,270,609,High salt marsh community,0.32,728.0,Appalachian oak-hickory forest community,0.23,645.0,Oak-tulip tree forest community,0.11
270,271,728,Appalachian oak-hickory forest community,0.9,645.0,Oak-tulip tree forest community,0.11,,,0.0
271,272,728,Appalachian oak-hickory forest community,0.84,645.0,Oak-tulip tree forest community,0.16,,,0.0
272,273,728,Appalachian oak-hickory forest community,0.72,645.0,Oak-tulip tree forest community,0.24,647.0,Hemlock-northern hardwood forest community,0.04
273,274,728,Appalachian oak-hickory forest community,0.47000000000000003,645.0,Oak-tulip tree forest community,0.24,609.0,High salt marsh community,0.09
274,275,728,Appalachian oak-hickory forest community,0.6000000000000001,609.0,High salt marsh community,0.15,615.0,Salt shrub community,0.11
275,276,645,Oak-tulip tree forest community,0.89,728.0,Appalachian oak-hickory forest community,0.13,,,0.0
276,277,728,Appalachian oak-hickory forest community,0.72,645.0,Oak-tulip tree forest community,0.28,,,0.0
277,278,645,Oak-tulip tree forest community,0.6900000000000001,728.0,Appalachian oak-hickory forest community,0.30000000000000004,,,0.0
278,279,728,Appalachian oak-hickory forest community,1.0,,,0.0,,,0.0
279,280,728,Appalachian oak-hickory forest community,0.68,647.0,Hemlock-northern hardwood forest community,0.17,645.0,Oak-tulip tree forest community,0.09
280,281,728,Appalachian oak-hickory forest community,1.0,,,0.0,,,0.0
281,282,728,Appalachian oak-hickory forest community,1.02,,,0.0,,,0.0
282,283,728,Appalachian oak-hickory forest community,0.91,645.0,Oak-tulip tree forest community,0.08,,,0.0
283,284,728,Appalachian oak-hickory forest community,0.92,645.0,Oak-tulip tree forest community,0.09,,,0.0
284,285,728,Appalachian oak-hickory forest community,0.36,645.0,Oak-tulip tree forest community,0.21,647.0,Hemlock-northern hardwood forest community,0.13
285,286,608,Low salt marsh community,0.43,603.0,Marine gravel/sand beach community,0.24,606.0,Tidal creek community,0.11
286,287,608,Low salt marsh community,0.44,600.0,Marine deepwater community,0.33,603.0,Marine gravel/sand beach community,0.19
287,288,600,Marine deepwater community,0.8200000000000001,608.0,Low salt marsh community,0.11,603.0,Marine gravel/sand beach community,0.06
288,289,728,Appalachian oak-hickory forest community,0.45,609.0,High salt marsh community,0.34,615.0,Salt shrub community,0.17
289,290,609,High salt marsh community,0.42,728.0,Appalachian oak-hickory forest community,0.29,608.0,Low salt marsh community,0.18
290,291,609,High salt marsh community,0.43,608.0,Low salt marsh community,0.34,606.0,Tidal creek community,0.19
291,292,608,Low salt marsh community,0.87,609.0,High salt marsh community,0.09,606.0,Tidal creek community,0.03
292,293,608,Low salt marsh community,0.89,606.0,Tidal creek community,0.12,,,0.0
293,294,608,Low salt marsh community,0.85,606.0,Tidal creek community,0.14,,,0.0
294,295,608,Low salt marsh community,0.81,606.0,Tidal creek community,0.2,,,0.0
295,296,608,Low salt marsh community,0.55,606.0,Tidal creek community,0.32,609.0,High salt marsh community,0.13
296,297,609,High salt marsh community,0.44,608.0,Low salt marsh community,0.21,728.0,Appalachian oak-hickory forest community,0.19
297,298,608,Low salt marsh community,0.39,728.0,Appalachian oak-hickory forest community,0.24,609.0,High salt marsh community,0.23
298,299,600,Marine deepwater community,0.48,602.0,Marine intertidal mudflat community,0.21,608.0,Low salt marsh community,0.15
299,300,600,Marine deepwater community,1.01,,,0.0,,,0.0
300,301,728,Appalachian oak-hickory forest community,0.53,645.0,Oak-tulip tree forest community,0.21,729.0,Appalachian oak-pine [white pine-oak] forest community,0.06
301,302,728,Appalachian oak-hickory forest community,0.4,609.0,High salt marsh community,0.23,615.0,Salt shrub community,0.12
302,303,609,High salt marsh community,0.43,728.0,Appalachian oak-hickory forest community,0.17,615.0,Salt shrub community,0.14
303,304,609,High salt marsh community,0.36,608.0,Low salt marsh community,0.35000000000000003,606.0,Tidal creek community,0.14
304,305,608,Low salt marsh community,0.8200000000000001,609.0,High salt marsh community,0.1,606.0,Tidal creek community,0.08
305,306,608,Low salt marsh community,0.76,606.0,Tidal creek community,0.12,609.0,High salt marsh community,0.11
306,307,609,High salt marsh community,0.4,608.0,Low salt marsh community,0.34,606.0,Tidal creek community,0.26
307,308,609,High salt marsh community,0.93,615.0,Salt shrub community,0.05,728.0,Appalachian oak-hickory forest community,0.02
308,309,609,High salt marsh community,0.44,728.0,Appalachian oak-hickory forest community,0.36,615.0,Salt shrub community,0.14
309,310,728,Appalachian oak-hickory forest community,0.68,615.0,Salt shrub community,0.14,609.0,High salt marsh community,0.11
310,311,728,Appalachian oak-hickory forest community,0.29,608.0,Low salt marsh community,0.16,609.0,High salt marsh community,0.14
311,312,600,Marine deepwater community,0.6900000000000001,728.0,Appalachian oak-hickory forest community,0.11,608.0,Low salt marsh community,0.08
312,313,728,Appalachian oak-hickory forest community,0.5700000000000001,645.0,Oak-tulip tree forest community,0.16,609.0,High salt marsh community,0.09
313,314,728,Appalachian oak-hickory forest community,0.55,645.0,Oak-tulip tree forest community,0.39,647.0,Hemlock-northern hardwood forest community,0.03
314,315,728,Appalachian oak-hickory forest community,0.61,645.0,Oak-tulip tree forest community,0.38,729.0,Appalachian oak-pine [white pine-oak] forest community,0.01
315,316,728,Appalachian oak-hickory forest community,0.5,645.0,Oak-tulip tree forest community,0.25,615.0,Salt shrub community,0.11
316,317,609,High salt marsh community,0.55,615.0,Salt shrub community,0.13,645.0,Oak-tulip tree forest community,0.09
317,318,609,High salt marsh community,0.76,606.0,Tidal creek community,0.25,,,0.0
318,319,609,High salt marsh community,0.61,606.0,Tidal creek community,0.17,728.0,Appalachian oak-hickory forest community,0.15
319,320,728,Appalachian oak-hickory forest community,0.9400000000000001,645.0,Oak-tulip tree forest community,0.06,,,0.0
320,321,728,Appalachian oak-hickory forest community,0.8200000000000001,645.0,Oak-tulip tree forest community,0.14,729.0,Appalachian oak-pine [white pine-oak] forest community,0.02
321,322,728,Appalachian oak-hickory forest community,0.92,645.0,Oak-tulip tree forest community,0.03,721.0,Maritime bluffs community,0.03
322,323,608,Low salt marsh community,0.32,728.0,Appalachian oak-hickory forest community,0.21,609.0,High salt marsh community,0.21
323,324,728,Appalachian oak-hickory forest community,1.02,,,0.0,,,0.0
324,325,728,Appalachian oak-hickory forest community,0.99,,,0.0,,,0.0
325,326,728,Appalachian oak-hickory forest community,1.01,,,0.0,,,0.0
326,327,728,Appalachian oak-hickory forest community,0.71,645.0,Oak-tulip tree forest community,0.23,647.0,Hemlock-northern hardwood forest community,0.06
327,328,728,Appalachian oak-hickory forest community,0.84,645.0,Oak-tulip tree forest community,0.09,647.0,Hemlock-northern hardwood forest community,0.05
328,329,645,Oak-tulip tree forest community,1.01,,,0.0,,,0.0
329,330,645,Oak-tulip tree forest community,0.99,,,0.0,,,0.0
330,331,728,Appalachian oak-hickory forest community,0.78,645.0,Oak-tulip tree forest community,0.23,,,0.0
331,332,645,Oak-tulip tree forest community,0.96,728.0,Appalachian oak-hickory forest community,0.05,,,0.0
332,333,728,Appalachian oak-hickory forest community,1.0,,,0.0,,,0.0
333,334,645,Oak-tulip tree forest community,0.89,728.0,Appalachian oak-hickory forest community,0.11,,,0.0
334,335,645,Oak-tulip tree forest community,0.74,728.0,Appalachian oak-hickory forest community,0.24,,,0.0
335,336,645,Oak-tulip tree forest community,0.89,728.0,Appalachian oak-hickory forest community,0.11,,,0.0
336,337,645,Oak-tulip tree forest community,0.52,728.0,Appalachian oak-hickory forest community,0.49,,,0.0
337,338,728,Appalachian oak-hickory forest community,1.0,645.0,Oak-tulip tree forest community,0.01,,,0.0
338,339,645,Oak-tulip tree forest community,0.99,,,0.0,,,0.0
339,340,645,Oak-tulip tree forest community,1.01,,,0.0,,,0.0
340,341,645,Oak-tulip tree forest community,1.0,,,0.0,,,0.0
341,342,728,Appalachian oak-hickory forest community,0.9400000000000001,645.0,Oak-tulip tree forest community,0.05,,,0.0
342,343,645,Oak-tulip tree forest community,0.58,728.0,Appalachian oak-hickory forest community,0.42,,,0.0
343,344,728,Appalachian oak-hickory forest community,1.0,,,0.0,,,0.0
344,345,645,Oak-tulip tree forest community,0.81,729.0,Appalachian oak-pine [white pine-oak] forest community,0.2,,,0.0
345,346,645,Oak-tulip tree forest community,1.01,,,0.0,,,0.0
346,347,645,Oak-tulip tree forest community,0.85,728.0,Appalachian oak-hickory forest community,0.15,,,0.0
347,348,728,Appalachian oak-hickory forest community,1.0,,,0.0,,,0.0
348,349,728,Appalachian oak-hickory forest community,0.89,645.0,Oak-tulip tree forest community,0.11,,,0.0
349,350,645,Oak-tulip tree forest community,0.5700000000000001,728.0,Appalachian oak-hickory forest community,0.42,,,0.0
350,351,645,Oak-tulip tree forest community,0.93,728.0,Appalachian oak-hickory forest community,0.07,,,0.0
351,352,645,Oak-tulip tree forest community,0.9400000000000001,728.0,Appalachian oak-hickory forest community,0.06,647.0,Hemlock-northern hardwood forest community,0.01
352,353,645,Oak-tulip tree forest community,0.58,728.0,Appalachian oak-hickory forest community,0.39,647.0,Hemlock-northern hardwood forest community,0.02
353,354,645,Oak-tulip tree forest community,0.44,728.0,Appalachian oak-hickory forest community,0.33,647.0,Hemlock-northern hardwood forest community,0.11
354,355,609,High salt marsh community,0.41000000000000003,645.0,Oak-tulip tree forest community,0.39,606.0,Tidal creek community,0.09
355,356,728,Appalachian oak-hickory forest community,0.54,609.0,High salt marsh community,0.19,647.0,Hemlock-northern hardwood forest community,0.1
356,357,728,Appalachian oak-hickory forest community,0.9500000000000001,647.0,Hemlock-northern hardwood forest community,0.02,653.0,Lenape houses (human shelters) community,0.02
357,358,728,Appalachian oak-hickory forest community,1.0,,,0.0,,,0.0
358,359,728,Appalachian oak-hickory forest community,0.65,645.0,Oak-tulip tree forest community,0.35000000000000003,,,0.0
359,360,728,Appalachian oak-hickory forest community,0.91,645.0,Oak-tulip tree forest community,0.07,647.0,Hemlock-northern hardwood forest community,0.01
360,361,609,High salt marsh community,0.32,728.0,Appalachian oak-hickory forest community,0.21,647.0,Hemlock-northern hardwood forest community,0.17
361,362,645,Oak-tulip tree forest community,0.62,728.0,Appalachian oak-hickory forest community,0.38,,,0.0
362,363,645,Oak-tulip tree forest community,0.51,728.0,Appalachian oak-hickory forest community,0.49,,,0.0
363,364,728,Appalachian oak-hickory forest community,0.9500000000000001,645.0,Oak-tulip tree forest community,0.05,,,0.0
364,365,728,Appalachian oak-hickory forest community,0.99,645.0,Oak-tulip tree forest community,0.01,,,0.0
365,366,728,Appalachian oak-hickory forest community,0.96,645.0,Oak-tulip tree forest community,0.05,,,0.0
366,367,728,Appalachian oak-hickory forest community,0.9400000000000001,647.0,Hemlock-northern hardwood forest community,0.04,645.0,Oak-tulip tree forest community,0.01
367,368,728,Appalachian oak-hickory forest community,0.9500000000000001,645.0,Oak-tulip tree forest community,0.06,,,0.0
368,369,728,Appalachian oak-hickory forest community,0.84,645.0,Oak-tulip tree forest community,0.16,,,0.0
369,370,728,Appalachian oak-hickory forest community,0.56,645.0,Oak-tulip tree forest community,0.44,,,0.0
370,371,728,Appalachian oak-hickory forest community,0.75,645.0,Oak-tulip tree forest community,0.25,657.0,Spring community,0.01
371,372,728,Appalachian oak-hickory forest community,0.63,645.0,Oak-tulip tree forest community,0.28,729.0,Appalachian oak-pine [white pine-oak] forest community,0.03
372,373,645,Oak-tulip tree forest community,0.47000000000000003,728.0,Appalachian oak-hickory forest community,0.22,615.0,Salt shrub community,0.09
373,374,609,High salt marsh community,0.53,645.0,Oak-tulip tree forest community,0.17,606.0,Tidal creek community,0.16
374,375,728,Appalachian oak-hickory forest community,0.46,609.0,High salt marsh community,0.14,721.0,Maritime bluffs community,0.11
375,376,645,Oak-tulip tree forest community,0.99,,,0.0,,,0.0
376,377,645,Oak-tulip tree forest community,0.98,728.0,Appalachian oak-hickory forest community,0.02,,,0.0
377,378,728,Appalachian oak-hickory forest community,0.55,645.0,Oak-tulip tree forest community,0.46,,,0.0
378,379,728,Appalachian oak-hickory forest community,0.98,645.0,Oak-tulip tree forest community,0.01,,,0.0
379,380,728,Appalachian oak-hickory forest community,1.0,,,0.0,,,0.0
380,381,728,Appalachian oak-hickory forest community,1.0,,,0.0,,,0.0
381,382,728,Appalachian oak-hickory forest community,0.92,645.0,Oak-tulip tree forest community,0.07,,,0.0
382,383,645,Oak-tulip tree forest community,0.78,728.0,Appalachian oak-hickory forest community,0.23,,,0.0
383,384,645,Oak-tulip tree forest community,0.68,728.0,Appalachian oak-hickory forest community,0.31,,,0.0
384,385,645,Oak-tulip tree forest community,0.85,728.0,Appalachian oak-hickory forest community,0.17,,,0.0
385,386,645,Oak-tulip tree forest community,1.01,,,0.0,,,0.0
386,387,645,Oak-tulip tree forest community,0.97,730.0,Successional fern meadow community,0.03,728.0,Appalachian oak-hickory forest community,0.01
387,388,645,Oak-tulip tree forest community,0.85,729.0,Appalachian oak-pine [white pine-oak] forest community,0.12,654.0,Lenape living area community,0.02
388,389,645,Oak-tulip tree forest community,0.73,729.0,Appalachian oak-pine [white pine-oak] forest community,0.26,728.0,Appalachian oak-hickory forest community,0.01
389,390,645,Oak-tulip tree forest community,0.8300000000000001,729.0,Appalachian oak-pine [white pine-oak] forest community,0.16,,,0.0
390,391,728,Appalachian oak-hickory forest community,0.6000000000000001,645.0,Oak-tulip tree forest community,0.36,729.0,Appalachian oak-pine [white pine-oak] forest community,0.03
391,392,728,Appalachian oak-hickory forest community,0.86,645.0,Oak-tulip tree forest community,0.11,729.0,Appalachian oak-pine [white pine-oak] forest community,0.03
392,393,728,Appalachian oak-hickory forest community,1.01,,,0.0,,,0.0
393,394,728,Appalachian oak-hickory forest community,0.8300000000000001,645.0,Oak-tulip tree forest community,0.18,,,0.0
394,395,609,High salt marsh community,0.73,606.0,Tidal creek community,0.27,,,0.0
